id,date,text,images
3225,2020-03-17T18:51:09,"הודעה לציבור- חולי קורונה- חולים מספר 283,284, 285 >>>>>>>

חולים מס' 283, 284, 285 הם בני משפחה ממרכז הארץ שהיו במגע הדוק עם חולה מאומת. 

חולה מס' 283 בשנות ה-20 לחייו:

12.3: 22:00-01:30 בית המדרש ישיבת הר עציון, ישוב אלון שבות.
13.3: 07:20-07:50 בית כנסת הישן, ישוב אלון שבות.
07:50-08:15 חדר אוכל ישיבת הר עציון ישוב אלון שבות.
08:30-10:00 שיעור של הרב בזק ישיבת הר עציון ישוב אלון שבות
11:00-11:30 בית הרופאים רח' ערער 9 מודיעין
11:30-12:00 סופר פארם קניון עזריאלי מודיעין.
16:00-16:30 קבלת פנים באירוע משפחתי במרכז ציפורי יער ירושלים.

חולה מס' 284 בשנות העשרה לחייו:

11.3: 10.30-12.30 שוק פורים תנועת נוער בני עקיבא סניף מקש ברח' פז 612 מודיעין.
19.30-21.20 בית קולנוע ""הוט סינמה"" בישפרו סנטר מודיעין, הסרט ""סוניק"" הקרנה שהחלה ב- 19.30, אולם מס' 3.
12.3: 07.50-12.45 בית ספר ""דרכי יהודה"" רח' יהלום 52 מודיעין.
16.00-16.30 קבלת פנים באירוע משפחתי במרכז ציפורי יער ירושלים.

חולה מס' 285 בשנות ה-20 לחייה:

12.3: 22:00-00:00 בית קפה ""מיכליס"" ישפרו סנטר מודיעין.
13.3: 16.00-16.30 קבלת פנים באירוע משפחתי במרכז ציפורי יער ירושלים.

בני משפחה, מכרים ומערכת החינוך קיבלו הודעות אישיות.

כל מי שהיה במקומות הנ""ל מתבקש להכנס לבידוד ביתי לפי הוראת משרד הבריאות ולדווח על כך באתר משרד הבריאות, במוקד *5400 או במוקדי קופות החולים:
כללית 2700*
מכבי 3555*
מאוחדת 3833*
לאומית 507*

מידע רשמי ומאומת נמצא *רק* באתר משרד הבריאות, בטלגרם ״קורונה עדכונים משרד הבריאות״, בעמוד הפייסבוק משרד הבריאות ובישומון (אפליקציה) Coronapp 

<b>*</b>
אייל בסון
דובר משרד הבריאות",
3224,2020-03-17T18:50:37,"הודעה לציבור- חולה קורונה- חולה מספר 278 >>>>>>>

חולה ממחוז אשקלון, שב מארה""ב.

8.3 : טיסה מספר SU101 מניו יורק למוסקבה בשעה 14:25.
9.3 : טיסה מספר SU0508 ממוסקבה לת""א בשעה 14:15.

9.3: 20:00- בית הכנסת קרית שנף, קרית גת.
21:22 - בית חב""ד רובע הבנים, קרית גת.
12.3: 12:00-12:30 מקווה יחזקאל, קרית גת.
18:00-18:30 בית הכנסת קרית שנף, קרית גת.
20:45-21:00 חנות שייפון ליד תחנה מרכזית, קרית גת.
13.3: 09:30-10:00 מקווה יחזקאל, קרית גת.
10:00-12:30 בית הכנסת חסדי ישי, קרית גת.
18:15-19:15 בית נכנסת חסדי ישי, קרית גת.
14.3: 10:15-10:30 מקווה יחזקאל, קרית גת.
10:30-14:30 בית הכנסת חסדי ישי, קרית גת.
15.3: 8:30-930 קופת חולים מכבי, נתיבות השלום, קרית גת.

כל מי שהיה בטיסה ובמקומות הנ""ל מתבקש להכנס לבידוד ביתי לפי הוראת משרד הבריאות ולדווח על כך באתר משרד הבריאות, במוקד *5400 או במוקדי קופות החולים:
כללית 2700*
מכבי 3555*
מאוחדת 3833*
לאומית 507*

מידע רשמי ומאומת נמצא *רק* באתר משרד הבריאות, בטלגרם ״קורונה עדכונים משרד הבריאות״, בעמוד הפייסבוק משרד הבריאות ובישומון (אפליקציה) Coronapp 

<b>*</b>
אייל בסון
דובר משרד הבריאות",
3223,2020-03-17T18:50:12,"הודעה לציבור- חולה קורונה- חולה מספר 276>>>>>>

אישה בשנות העשרים לחייה ממרכז הארץ, מגע של חולה ידוע.

11.3 : 17:30-18:20 מכון כושר F45 Trainig Yigal Alon, מגדל אלון 2, רחוב יגאל אלון 94, תל אביב.
12.3 : 8:15-9:00 מכון כושר F45 Trainig Yigal Alon, מגדל אלון 2, רחוב יגאל אלון 94, תל אביב. 
12.3: 19:30-21:30 בר ""קוקטילים 223"", רחוב דיזינגוף 223, תל אביב
13.3 : 9:00-10:30 מועדון כושר ""קולנוע פאר"", רחוב ישעיה 1, תל אביב.
11:10: קו אוטובוס 172 של חברת דן, עליה בתחנת דיזינגוף פינת ז'בוטינסקי, ירידה בתחנת אלנבי פינת בלפור 11:20.
11:30-13:45: בית קפה ""בירנבאום"", רחוב נחלת בנימין 31, תל אביב.
13:30-17:30: בר ""סלון ברלין"", רחוב נג'רה 15, תל אביב.
14.3 : 10:10-11:20 מכון כושר F45
Training Tel Aviv Port
נמל תל אביב, רחוב 1235, בניין 23.

מגעים אחרים שהיו איתה במגע קיבלו הודעה באופן אישי.

כל מי שהיה במקומות הנ""ל בזמנים שצוינו מתבקש להכנס לבידוד ביתי לפי הוראת משרד הבריאות ולדווח על כך באתר משרד הבריאות, במוקד *5400 או במוקדי קופות החולים:
כללית 2700*
מכבי 3555*
מאוחדת 3833*
לאומית 507*

מידע רשמי ומאומת נמצא *רק* באתר משרד הבריאות, בטלגרם ״קורונה עדכונים משרד הבריאות״, בעמוד הפייסבוק משרד הבריאות ובישומון (אפליקציה) Coronapp 

<b>*</b>
אייל בסון
דובר משרד הבריאות",
3222,2020-03-17T18:49:46,"הודעת עדכון לציבור- חולה קורונה- חולה מספר 272>>>>>>>

חולה בשנות ה-20 לחייו, מצפון הארץ. מגע הדוק בארה""ב תושב ישראל (חולה מספר 163).

8.3 : טיסת אל על LY002 מניו יורק שנחתה בארץ בשעה 12:45
13:35-13:47 רכבת מנתב""ג לתל אביב ההגנה.
14:03-14:10 רכבת מתל אביב ההגנה לכפר חב""ד
8.3: 14:30-15:00 מקווה בית כנסת בית מנחם כפר חב""ד
8.3 : 15:00-16:30 בית כנסת בית מנחם כפר חב""ד.
8.3 : 17:14-17:35 רכבת מכפר חב""ד לתל אביב אוניברסיטה.
17:55-19:06 רכבת מתל אביב אוניברסיטה לקריית מוצקין
8.3 (19:30) עד 10.3 (20:00): ישיבת חב""ד קריית שמואל.
10.3 : 20:00- 01:00 בית חב""ד טירת הכרמל.
11.3 (1:00) עד 12.3 (22:00): ישיבת חב""ד הגדולה, צפת.
12.3 : 22:00-02:00 ישיבת חינוך לנער, צפת
13.3 : ישיבת חב""ד הגדולה, צפת.
14.3: ישיבת חינוך לנער, צפת.

מגעים נוספים של החולה יקבלו הודעה אישית.

כל מי שהיה בטיסה ובמקומות הנ""ל מתבקש להכנס לבידוד ביתי לפי הוראת משרד הבריאות ולדווח על כך באתר משרד הבריאות, במוקד *5400 או במוקדי קופות החולים:
כללית 2700*
מכבי 3555*
מאוחדת 3833*
לאומית 507*

מידע רשמי ומאומת נמצא *רק* באתר משרד הבריאות, בטלגרם ״קורונה עדכונים משרד הבריאות״, בעמוד הפייסבוק משרד הבריאות ובישומון (אפליקציה) Coronapp 

<b>*</b>
אייל בסון
דובר משרד הבריאות",
3221,2020-03-17T18:49:29,"הודעה לציבור – חולה קורונה- חולה מספר 270 >>>>>>>
 
חולה  בשנות ה-30 לחייו מאזור המרכז.
חזר מחו""ל במטוס פרטי בתאריך 9.3.20, ומאז נמצא בבידוד.
המגעים הקרובים של החולה כבר אותרו ומתודרכים באופן פרטני.

<b>*</b>
אייל בסון
דובר משרד הבריאות",
3220,2020-03-17T18:49:11,"הודעת עדכון לציבור- חולה קורונה- חולה מספר 248 >>>>>>>

גבר בשנות השלושים לחייו ממרכז הארץ.

5.3: 18:00-19:00- מרקט מסעדה טבעונית, רחוב דיזינגוף 140, תל אביב
21:30-01:00 - אגנס, רחוב אבן גבירול 129, תל אביב.
6.3: 16:00-17:00 בית קפה איזי קפה, רחוב ארלוזורוב 76, תל אביב
6.3: 21:30-01:00 מסעדת אל וסינו, אבן גבירול 129, תל אביב.
7.3: 20:00-21:00 קניון ויצמן, רחוב ויצמן 14, תל אביב.
8.3: 18:00-19:00- בית קפה איזי קפה, רחוב ארלוזורוב 76, תל אביב
11.3: 10:00-11:00- בית קפה איטס בית חנה, רחוב אד""ם הכהן 1, תל אביב.
11.3: 18:00-19:00- בית קפה איזי קפה, רחוב ארלוזורוב 76, תל אביב
12.3: 16:00-17:00 קניון ויצמן, רחוב ויצמן 14, תל אביב.
12.3: 21:30-24:00- אגנס, רחוב אבן גבירול 129, תל אביב 
13.3: 12:00-13:00: שופרסל, רחוב ארלוזורוב 53, תל אביב
14.3: 09:00-10:00 בית קפה איזי קפה, רחוב ארלוזורוב 76, תל אביב.

כל מי שהיה במקומות הנ""ל בזמנים שצוינו מתבקש להכנס לבידוד ביתי לפי הוראת משרד הבריאות ולדווח על כך באתר משרד הבריאות, במוקד *5400 או במוקדי קופות החולים:
כללית 2700*
מכבי 3555*
מאוחדת 3833*
לאומית 507*

מידע רשמי ומאומת נמצא *רק* באתר משרד הבריאות, בטלגרם ״קורונה עדכונים משרד הבריאות״, בעמוד הפייסבוק משרד הבריאות ובישומון (אפליקציה) Coronapp 

<b>*</b>
אייל בסון
דובר משרד הבריאות",
3219,2020-03-17T18:48:56,"הודעה לציבור- חולה קורונה- חולה מספר 247 
&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;

החולה בן 22 ממרכז הארץ, מגע לחולה מאומת מספר 174.

4.3: 6:40-7:30 קו 105 מתחנת יהלום/ האודם במודיעין לתל אביב תחנת המסגר/בן אביגדור.
4.3: 7:30 קו 532 מתל אביב תחנת המסגר/בן אביגדור למחנה גלילות.
4.3: 17:00 קו 149 ממחנה גלילות לכיוון תל אביב, ירד בתחנת דרך נמיר\מכללת לוינסקי.17:15 קו 90 מלוינסקי/דרך נמיר לדיזנגוף/פרישמן.
4.3: 19:40 מספרה ג'מילי בתל אביב רחוב אבן יהודה 194.
4.3: 20:00-21:00 , אבן גבירול 91, AMPM,חנות משקאות אפריטיף ברחוב דיזינגוף 93, עדן טבע מרקט ברחוב אבן גבירול 71, תל אביב.
5.3: 9:00-17:00 סדנת מומנטום ברחוב ברנר 5 תל אביב.
17:30 קו 31 מתחנת שוק הכרמל לתחנת רכבת ההגנה/ החרש תל אביב.
18:00-18:45 רכבת מתחנת ההגנה למודיעין .
6.3: 10:00-13:00 קיר טיפוס iclimb בראשון לציון, נדב בסקין 12.
7.3: 11:00-13:30 מיון אאג בית חולים מאיר.
7.3: 16:00-17:30 קיר טיפוס iclimb כפר סבא, מתחם בולדרלנד, רחוב התעשיה 16.
7.3: 17:45-18:30 ""קפה המדרחוב"" כפר סבא. 
8.3: 16:00-17:30 בית אבות בית גיל הזהב בירושלים ופלאפל שלום ירושלים.
8.3: 19:30-20:00 מקס סטוק ישפרו סנטר מודיעין 
8.3: 20:00-21:30 מרכז קייזר מודיעין – חנות תחפושות בלגאן, וגלידה גולדה.
9.3: 6:40-7:30 קו 105 מתחנת יהלום/ האודם במודיעין לתל אביב תחנת המסגר/בן אביגדור.
7:30 קו 532 מתל אביב תחנת המסגר/בן אביגדור 
16:40 קו 149 או 282 מתחנת גלילות לתחנת מסוף 2000.
17:30 רכבת מתחנת סבידור מרכז למודיעין.
18:15-18:45 קניון עזריאלי מודיעין חנות קולומביה.
18:45-19:30 מסעדת גריל 443.
19:30-21:00 אימון ג'יו ג'יטצו, רחוב דליה 23 בת ים.
22:00-22:15 פופא טבקו, רחוב האודם 23, מודיעין.
10.3: 24:00-1:30 מועדון האומן בירושלים. 
11.3: 6:40-7:30 קו 105 מתחנת יהלום/ האודם במודיעין לתל אביב תחנת המסגר/בן אביגדור.
7:30 קו 532 מתל אביב תחנת המסגר/בן אביגדור למחנה גלילות.
17:00 קו 532 ממחנה גלילות לתחנת מסוף 2000.
17:30-18:15 רכבת מתחנת סבידור מרכז למודיעין.
12.3: 7:30-8:15 קו 111 מתחנת העירייה במודיעין עד לתחנת לה גווארדיה.
8:15-8:30 קו 31 מתחנת לה גווארדיה לתחנת שוק הכרמל. 
8:30-9:30 קפה נורדאו ת""א רחוב נחלת בנימין 27.
9:30-17:30 סדנת מומנטום , רחוב ברנר 5 תל אביב.
17:30 קו 31 מתחנת שוק הכרמל לתחנת רכבת ההגנה/ החרש תל אביב.
17:45 רכבת ההגנה לנתב""ג (קו תל אביב ירושלים) 
18:10-18:50 רכבת מנתב""ג למודיעין. 

כל מי שהיה במקומות ובקווי התחבורה הנ""ל מתבקש להכנס לבידוד ביתי לפי הוראת משרד הבריאות ולדווח על כך באתר משרד הבריאות, במוקד *5400 או במוקדי קופות החולים:
כללית 2700*
מכבי 3555*
מאוחדת 3833*
לאומית 507*

מידע רשמי ומאומת נמצא *רק* באתר משרד הבריאות, בטלגרם ״קורונה עדכונים משרד הבריאות״, בעמוד הפייסבוק משרד הבריאות ובישומון (אפליקציה) Coronapp 
*** 
אייל בסון
דובר משרד הבריאות",
3218,2020-03-17T18:48:39,"הודעה לציבור- חולה קורונה- חולה מספר 245 >>>>>>>

חולה בשנות השלושים לחייה ממרכז הארץ,
הגיעה מצרפת בתאריך 11.3.

11.3 : 14:45 טיסה מפריז לתל אביב עם חברת אלעל LY0324 , נחיתה בנתב""ג 20:05.

ממועד הגעתה ארצה מצויה בבידוד ביתי.

כל מי שהיה בטיסה הנ""ל מתבקש להכנס לבידוד ביתי לפי הוראת משרד הבריאות ולדווח על כך באתר משרד הבריאות, במוקד *5400 או במוקדי קופות החולים:
כללית 2700*
מכבי 3555*
מאוחדת 3833*
לאומית 507*

מידע רשמי ומאומת נמצא *רק* באתר משרד הבריאות, בטלגרם ״קורונה עדכונים משרד הבריאות״, בעמוד הפייסבוק משרד הבריאות ובישומון (אפליקציה) Coronapp 

<b>*</b>
אייל בסון
דובר משרד הבריאות",
3217,2020-03-17T18:48:23,"הודעה לציבור- חולה קורונה- חולה מספר 244>>>>>>>

חולה בשנות ה- 30 לחייה, ממרכז הארץ.
מגע של חולה מאומת.

2.3: 12:00-12:15 בקלפי מרכז יום לקשיש ברח' פפר בפתח תקווה.
2.3: 20:00-22:00 מסעדת Vivino בפתח תקווה .
3.3: 8:00-17:45 מכללת לוינסקי בכיתות של שנה א׳ בתואר השני בחינוך לגיל הרך.
4.3: 10:00:11:30 מרכז בריאות האישה בכפ""ס.
4.3: 12:30-13:00 – קניון סירקין: כפר השעשועים ושופרסל.
5.3: 17:30-20:00 סופר יוחננוף פתח תקווה.
8.3: 12:00-13:00 קניות בשופרסל – אזור תעשייה סגולה.

בני משפחה, מכרים ומכרים לעבודה קיבלו הודעות אישיות.

כל מי שהיה במקומות הנ""ל מתבקש להכנס לבידוד ביתי לפי הוראת משרד הבריאות ולדווח על כך באתר משרד הבריאות, במוקד *5400 או במוקדי קופות החולים:
כללית 2700*
מכבי 3555*
מאוחדת 3833*
לאומית 507*

מידע רשמי ומאומת נמצא *רק* באתר משרד הבריאות, בטלגרם ״קורונה עדכונים משרד הבריאות״, בעמוד הפייסבוק משרד הבריאות ובישומון (אפליקציה) Coronapp 

<b>*</b>
אייל בסון
דובר משרד הבריאות",
3216,2020-03-17T18:48:08,"הודעה לציבור- חולה קורונה- חולה מספר 241>>>>>>

אישה בשנות השלושים לחייה ממרכז הארץ, שחזרה מארה""ב ב-9.3 ונכנסה לבידוד.

8.3 : טיסה מספר 2490 DL של חברת דלתא מאלבמה לאטלנטה. המראה מאלבמה בשעה 06:25, נחיתה באטלנטה בשעה 08:47.
טיסת המשך מספר 340 DL של חברת דלתא מאטלנטה לוושינגטון. המראה מאטלנטה ב- 09:50 נחיתה בוושינגטון בשעה ב- 11:00.
טיסת המשך מוושינגטון לתל אביב, מספר הטיסה UA 72 של חברת יונייטד, המראה מוושינגטון בשעה 23:45, נחיתה בנתב""ג בשעה 16:00 (9.3). 

מגעים אחרים שהיו איתה קיבלו הודעה באופן אישי. 

כל מי שהיה בטיסות הנ""ל מתבקש להכנס לבידוד ביתי לפי הוראת משרד הבריאות ולדווח על כך באתר משרד הבריאות, במוקד *5400 או במוקדי קופות החולים:
כללית 2700*
מכבי 3555*
מאוחדת 3833*
לאומית 507*

מידע רשמי ומאומת נמצא *רק* באתר משרד הבריאות, בטלגרם ״קורונה עדכונים משרד הבריאות״, בעמוד הפייסבוק משרד הבריאות ובישומון (אפליקציה) Coronapp 

<b>*</b>
אייל בסון
דובר משרד הבריאות",
3215,2020-03-17T18:47:57,"הודעה לציבור- חולה קורונה- חולה מספר 220 >>>>>>

החולה ממחוז אשקלון, חזרה מלונדון.

3.3: טיסה מת״א ללונדון, מספר טיסה w9454 ב7:00.
8.3: טיסה מלונדון לת״א, מספר טיסה w94451 ב14:00.

כל מי שהיה בטיסות הנ""ל מתבקש להכנס לבידוד ביתי לפי הוראת משרד הבריאות ולדווח על כך באתר משרד הבריאות, במוקד *5400 או במוקדי קופות החולים:
כללית 2700*
מכבי 3555*
מאוחדת 3833*
לאומית 507*

מידע רשמי ומאומת נמצא *רק* באתר משרד הבריאות, בטלגרם ״קורונה עדכונים משרד הבריאות״, בעמוד הפייסבוק משרד הבריאות ובישומון (אפליקציה) Coronapp 

<b>*</b>
אייל בסון
דובר משרד הבריאות",
3214,2020-03-17T18:47:31,"הודעה לציבור- חולה קורונה-חולה מספר 210 >>>>>>>>

חולה בשנות החמישים לחייו ממרכז הארץ
חזר מבריטניה ב- 9.3 .

5.3 : 9:05 טיסה מתל אביב ללונדון עם חברת אלעל 315LY.
9.3: טיסה מלונדון לתל אביב עם חברת אלעל LY316 , נחיתה בנתב""ג 20:30
מחזרתו נמצא בבידוד.

בני משפחה שהיו במגע הדוק עם החולה קיבלו הודעות אישיות.

כל מי שהיה בטיסות הנ""ל מתבקש להכנס לבידוד ביתי לפי הוראת משרד הבריאות ולדווח על כך באתר משרד הבריאות, במוקד *5400 או במוקדי קופות החולים:
כללית 2700*
מכבי 3555*
מאוחדת 3833*
לאומית 507*

מידע רשמי ומאומת נמצא *רק* באתר משרד הבריאות, בטלגרם ״קורונה עדכונים משרד הבריאות״, בעמוד הפייסבוק משרד הבריאות ובישומון (אפליקציה) Coronapp 

<b>*</b>
אייל בסון
דובר משרד הבריאות",
3213,2020-03-17T18:46:58,"הודעת הבהרה לעוקבים:

במקרים בהם חקירות אפדימיולוגיות נמשכות יותר זמן מאחרות- הפרסום ימשך ללא הסדר הרציף של מספור החולים. 

בהמשך נפרסם השלמות.

המשך מעקב.",
3212,2020-03-17T18:03:56,"<b>ההנחיות ממשרד הבריאות לציבור בגרפיקה <i class=""emoji"" style=""background-image:url('//telegram.org/img/emoji/40/E2989D.png')""><b>☝️</b></i></b>",
3211,2020-03-17T18:02:43,,
3210,2020-03-17T17:37:02,"קמפיין רחיצת ידיים <i class=""emoji"" style=""background-image:url('//telegram.org/img/emoji/40/F09F9186F09F8FBF.png')""><b>👆🏿</b></i>",
3209,2020-03-17T17:36:11,,
3208,2020-03-17T17:19:43,,
3207,2020-03-17T16:38:07,"בשעה זו החל משרד הבריאות במבצע הסברה מיוחד באמצעות כרוזים, שהופק על ידי אגף ההסברה למגזר החרדי למאבק בנגיף הקרונה. 

בריכוזי המגזר החרדי נשמעים הכרזות בעברית ואידיש על מנת להבהיר את הדחיפות חסרת התקדים בציות להוראות המשרד לאוכלוסייה. מצורף וידיאו לשימוש אין צורך בקרדיט.",
3206,2020-03-17T16:37:22,,
3205,2020-03-17T16:04:46,,
3203,2020-03-17T15:20:33,"הנחיות בערבית ורוסית <i class=""emoji"" style=""background-image:url('//telegram.org/img/emoji/40/E2989D.png')""><b>☝️</b></i> ובאנגלית <i class=""emoji"" style=""background-image:url('//telegram.org/img/emoji/40/F09F9187F09F8FBE.png')""><b>👇🏾</b></i>",
3202,2020-03-17T15:17:47,,
3201,2020-03-17T15:11:57,,
3200,2020-03-17T14:47:52,"מנכ״ל משרד הבריאות משה בר סימן טוב <i class=""emoji"" style=""background-image:url('//telegram.org/img/emoji/40/E2989D.png')""><b>☝️</b></i>",
3199,2020-03-17T14:47:51,,
3197,2020-03-17T14:27:40,,
3196,2020-03-17T14:27:30,תמונת מצב לשעה 14:00:,
3195,2020-03-17T14:08:22,"בקובץ PDF <i class=""emoji"" style=""background-image:url('//telegram.org/img/emoji/40/E2989D.png')""><b>☝️</b></i>",
3194,2020-03-17T14:07:47,,
3192,2020-03-17T14:03:12,"<b>להלן ההנחיות החדשות ממשרד הבריאות לציבור&gt;&gt;&gt;&gt; 

מצורפת הודעה לעיתונות מלאה עם ההנחיות.</b>",
3191,2020-03-17T11:32:43,,https://cdn4.telesco.pe/file/B6UI4KYNmf-mkfEakbcbv-4VLqkCpZZznLXXSLwFK5qJdW8cgafXMfQNknXEp_9AgZi7SRLXw4O5umCPznafxZuNVJr5lSQNWHWWUOqYX2SWQnJUPKSa1IdH_JcHxgTwmqO_IPXV9tT048o-KbTtVbDsnUVA51el9lO4bWE1-U2mWUzh2cV-pZyVmcfGGXkaY531EvoVlyBcS_M4kwvs0flyhHNGLwfg7IBTgiznqAbGmEcbouWG4-Au7YkcODZ84_l5f2Yb4nYysvOjjXnNjAwM1rt5FGkj_D2A11mzaFZN2JNJLTyBkX5yQ8M8b_k3FzyucxJh8IxHbK0ntAWinQ.jpg
